date_time,traffic_volume,temp,rain_1h,snow_1h,clouds_all,holiday,weather_main,weather_description,hour,day,month,year,day_of_week,is_weekend,is_rush_hour,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,temperature_celsius,traffic_lag_1,traffic_lag_2,traffic_lag_3,traffic_lag_6,traffic_lag_12,traffic_lag_24,traffic_lag_48,traffic_rolling_mean_3,traffic_rolling_mean_6,traffic_rolling_mean_12,traffic_rolling_mean_24,traffic_rolling_std_6,traffic_rolling_std_24,traffic_change_1h,traffic_change_3h,target_next_hour
2012-10-04 19:00:00,3503.0,293.85,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,19,4,10,2012,3,0,0,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,20.700000000000045,4907.0,6057.0,6292.0,5178.0,6990.0,3591.0,3539.0,5752.0,5608.0,5543.583333333333,3722.375,523.1122250530989,2237.353984791157,-1150.0,-1385.0,3037.0
2012-10-04 20:00:00,3037.0,292.43,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,20,4,10,2012,3,0,0,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,19.28000000000003,3503.0,4907.0,6057.0,5501.0,5985.0,2898.0,2784.0,4822.333333333333,5328.833333333333,5253.0,3718.7083333333335,1014.569153220553,2237.650737777315,-1404.0,-2554.0,2822.0
2012-10-04 21:00:00,2822.0,291.77,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,21,4,10,2012,3,0,0,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,18.620000000000005,3037.0,3503.0,4907.0,5713.0,5309.0,2637.0,2361.0,3815.6666666666665,4918.166666666667,5007.333333333333,3724.5,1368.044504636698,2235.613115008945,-466.0,-1870.0,1992.0
2012-10-04 22:00:00,1992.0,291.36,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,22,4,10,2012,3,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,18.21000000000004,2822.0,3037.0,3503.0,6292.0,4603.0,1777.0,1529.0,3120.6666666666665,4436.333333333333,4800.083333333333,3732.2083333333335,1531.4635701402326,2232.016459717373,-215.0,-681.0,1166.0
2012-10-04 23:00:00,1166.0,291.12,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,23,4,10,2012,3,0,0,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,17.970000000000027,1992.0,2822.0,3037.0,6057.0,4884.0,1015.0,963.0,2617.0,3719.6666666666665,4582.5,3741.1666666666665,1495.0921933669058,2224.2458549333987,-830.0,-1045.0,627.0
2012-10-05 00:00:00,627.0,290.63,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,0,5,10,2012,4,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,17.480000000000018,1166.0,1992.0,2822.0,4907.0,5104.0,598.0,506.0,1993.3333333333333,2904.5,4272.666666666667,3747.4583333333335,1284.3371442109722,2216.398861042814,-826.0,-1656.0,388.0
2012-10-05 01:00:00,388.0,290.46,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,1,5,10,2012,4,0,0,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,17.310000000000002,627.0,1166.0,1992.0,3503.0,5178.0,369.0,321.0,1261.6666666666667,2191.1666666666665,3899.5833333333335,3748.6666666666665,1128.852765716884,2214.6143773984013,-539.0,-1365.0,378.0
2012-10-05 02:00:00,378.0,289.86,0.0,0.0,20.0,Columbus Day,Clouds,scattered clouds,2,5,10,2012,4,0,0,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,16.710000000000036,388.0,627.0,1166.0,3037.0,5501.0,312.0,273.0,727.0,1672.0,3500.4166666666665,3749.4583333333335,1121.1460208197636,2213.356746018347,-239.0,-778.0,368.0
2012-10-05 03:00:00,368.0,289.26,0.0,0.0,0.0,Columbus Day,Clear,sky is clear,3,5,10,2012,4,0,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,16.110000000000014,378.0,388.0,627.0,2822.0,5713.0,367.0,367.0,464.3333333333333,1228.8333333333333,3073.5,3752.2083333333335,991.7331126198492,2208.936749525843,-10.0,-249.0,1428.5
2012-10-05 04:00:00,1428.5,286.235,0.0,0.0,37.5,Columbus Day,Clear,sky is clear,4,5,10,2012,4,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,13.085000000000036,368.0,378.0,388.0,1992.0,6292.0,835.0,814.0,378.0,819.8333333333334,2628.083333333333,3752.25,650.6674778000299,2208.870127266525,-10.0,-20.0,2489.0
2012-10-05 05:00:00,2489.0,283.21,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,5,5,10,2012,4,0,0,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,10.060000000000002,1428.5,368.0,378.0,1166.0,6057.0,2726.0,2718.0,724.8333333333334,725.9166666666666,2222.7916666666665,3776.9791666666665,460.52561456085374,2177.8954364605743,1060.5,1050.5,5537.0
2012-10-05 06:00:00,5537.0,282.24,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,6,5,10,2012,4,0,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,9.090000000000032,2489.0,1428.5,368.0,627.0,4907.0,5689.0,5673.0,1428.5,946.4166666666666,1925.4583333333333,3767.1041666666665,858.3108071477681,2183.398318433539,1060.5,2121.0,6628.0
2012-10-05 07:00:00,6628.0,281.69,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,7,5,10,2012,4,0,1,0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8.54000000000002,5537.0,2489.0,1428.5,388.0,3503.0,6990.0,6092.0,3151.5,1764.75,1977.9583333333333,3760.7708333333335,2031.5953767913504,2177.7943967072997,3048.0,4108.5,5534.0
2012-10-05 08:00:00,5534.0,280.57,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,8,5,10,2012,4,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,7.420000000000016,6628.0,5537.0,2489.0,378.0,3037.0,5985.0,6511.0,4884.666666666667,2804.75,2238.375,3745.6875,2679.666355164388,2155.5969203170694,1091.0,4139.0,5403.0
2012-10-05 09:00:00,5403.0,280.02,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,9,5,10,2012,4,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6.8700000000000045,5534.0,6628.0,5537.0,368.0,2822.0,5309.0,5471.0,5899.666666666667,3664.0833333333335,2446.458333333333,3726.8958333333335,2570.2928318903014,2137.1132702741525,-1094.0,-3.0,4770.0
2012-10-05 10:00:00,4770.0,280.11,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,10,5,10,2012,4,0,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6.960000000000036,5403.0,5534.0,6628.0,1428.5,1992.0,4603.0,5346.333333333333,5855.0,4503.25,2661.5416666666665,3730.8125,2047.754276030208,2140.2227170396563,-131.0,-1225.0,5217.0
2012-10-05 11:00:00,5217.0,280.0,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,11,5,10,2012,4,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6.850000000000023,4770.0,5403.0,5534.0,2489.0,1166.0,4884.0,5221.666666666667,5235.666666666667,5060.166666666667,2893.0416666666665,3737.7708333333335,1394.4618197235343,2143.450722444325,-633.0,-764.0,5870.0
2012-10-05 12:00:00,5870.0,280.53,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,12,5,10,2012,4,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,7.3799999999999955,5217.0,4770.0,5403.0,5537.0,627.0,5104.0,5097.0,5130.0,5514.833333333333,3230.625,3751.6458333333335,615.7900345626522,2152.252816081259,447.0,-186.0,5967.0
2012-10-05 13:00:00,5967.0,281.43,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,13,5,10,2012,4,0,0,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8.28000000000003,5870.0,5217.0,4770.0,6628.0,388.0,5178.0,4887.0,5285.666666666667,5570.333333333333,3667.5416666666665,3783.5625,632.9545533975347,2178.696605334902,653.0,1100.0,6108.0
2012-10-05 14:00:00,6108.0,281.78,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,14,5,10,2012,4,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8.629999999999995,5967.0,5870.0,5217.0,5534.0,378.0,5501.0,5337.0,5684.666666666667,5460.166666666667,4132.458333333333,3816.4375,440.2324007460969,2206.428745992334,97.0,750.0,6128.0
2012-10-05 15:00:00,6128.0,281.91,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,15,5,10,2012,4,0,1,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8.760000000000048,6108.0,5967.0,5870.0,5403.0,368.0,5713.0,5692.0,5981.666666666667,5555.833333333333,4609.958333333333,3841.7291666666665,515.4312433939882,2229.9317155619,141.0,238.0,6069.0
2012-10-05 16:00:00,6069.0,281.73,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,16,5,10,2012,4,0,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8.580000000000041,6128.0,6108.0,5967.0,4770.0,1428.5,6292.0,6137.0,6067.666666666667,5676.666666666667,5089.958333333333,3859.0208333333335,555.8343878051031,2246.6196756323498,20.0,161.0,6169.0
2012-10-05 17:00:00,6169.0,281.42,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,17,5,10,2012,4,0,1,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8.270000000000039,6069.0,6128.0,6108.0,5217.0,2489.0,6057.0,5380.0,6101.666666666667,5893.166666666667,5476.666666666667,3849.7291666666665,345.081681151978,2236.558375967933,-59.0,-39.0,5384.0
2012-10-05 18:00:00,5384.0,280.87,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,18,5,10,2012,4,0,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,7.720000000000027,6169.0,6069.0,6128.0,5870.0,5537.0,4907.0,4623.0,6122.0,6051.833333333333,5783.333333333333,3854.3958333333335,112.46228997613662,2241.4756153770018,100.0,41.0,4063.0
2012-10-05 19:00:00,4063.0,280.15,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,19,5,10,2012,4,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,7.0,5384.0,6169.0,6069.0,5967.0,6628.0,3503.0,3591.0,5874.0,5970.833333333333,5770.583333333333,3874.2708333333335,295.5709164763611,2253.2983600817493,-785.0,-685.0,3364.0
2012-10-05 20:00:00,3364.0,279.78,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,20,5,10,2012,4,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6.629999999999996,4063.0,5384.0,6169.0,6108.0,5534.0,3037.0,2898.0,5205.333333333333,5653.5,5556.833333333333,3897.6041666666665,833.3572463235723,2252.1858029149034,-1321.0,-2106.0,2971.0
2012-10-05 21:00:00,2971.0,279.65,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,21,5,10,2012,4,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6.5,3364.0,4063.0,5384.0,6128.0,5403.0,2822.0,2637.0,4270.333333333333,5196.166666666667,5376.0,3911.2291666666665,1204.3868841309552,2247.737790192652,-699.0,-2020.0,2450.0
2012-10-05 22:00:00,2450.0,279.22,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,22,5,10,2012,4,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6.07000000000005,2971.0,3364.0,4063.0,6069.0,4770.0,1992.0,1777.0,3466.0,4670.0,5173.333333333333,3917.4375,1391.020057367974,2244.8023507093,-393.0,-1092.0,1832.0
2012-10-05 23:00:00,1832.0,279.06,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,23,5,10,2012,4,0,0,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5.910000000000025,2450.0,2971.0,3364.0,6169.0,5217.0,1166.0,1015.0,2928.333333333333,4066.8333333333335,4980.0,3936.5208333333335,1446.583757224816,2229.6177069426763,-521.0,-914.0,1231.0
2012-10-06 00:00:00,1231.0,278.81,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,0,6,10,2012,5,1,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.660000000000025,1832.0,2450.0,2971.0,5384.0,5870.0,627.0,598.0,2417.6666666666665,3344.0,4697.916666666667,3964.2708333333335,1257.256537067911,2197.5503010475227,-618.0,-1139.0,718.0
2012-10-06 01:00:00,718.0,278.55,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,1,6,10,2012,5,1,0,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.400000000000034,1231.0,1832.0,2450.0,4063.0,5967.0,388.0,369.0,1837.6666666666667,2651.833333333333,4311.333333333333,3989.4375,1032.6733107167336,2160.821307786644,-601.0,-1219.0,545.0
2012-10-06 02:00:00,545.0,278.59,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,2,6,10,2012,5,1,0,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.439999999999998,718.0,1231.0,1832.0,3364.0,6108.0,378.0,312.0,1260.3333333333333,2094.333333333333,3873.9166666666665,4003.1875,1021.3278938062236,2137.8355003036822,-513.0,-1114.0,478.0
2012-10-06 03:00:00,478.0,277.79,0.0,0.0,82.5,Columbus Day,Clouds,overcast clouds,3,6,10,2012,5,1,0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,4.639999999999986,545.0,718.0,1231.0,2971.0,6128.0,368.0,367.0,831.3333333333334,1624.5,3410.333333333333,4010.1458333333335,967.4165080253632,2125.760720507237,-173.0,-686.0,411.0
2012-10-06 04:00:00,411.0,276.99,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,4,6,10,2012,5,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,3.840000000000032,478.0,545.0,718.0,2450.0,6069.0,1428.5,835.0,580.3333333333334,1209.0,2939.5,4014.7291666666665,793.0992371702204,2117.669684075269,-67.0,-240.0,688.0
2012-10-06 05:00:00,688.0,276.35,0.0,0.0,20.0,Columbus Day,Clouds,few clouds,5,6,10,2012,5,1,0,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,3.200000000000045,411.0,478.0,545.0,1832.0,6169.0,2489.0,2726.0,478.0,869.1666666666666,2468.0,3972.3333333333335,556.5671268289659,2180.9373466803045,-67.0,-134.0,1352.0
2012-10-06 06:00:00,1352.0,275.4,0.0,0.0,1.0,Columbus Day,Clear,sky is clear,6,6,10,2012,5,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2.25,688.0,411.0,478.0,1231.0,5384.0,5537.0,5689.0,525.6666666666666,678.5,2011.25,3897.2916666666665,295.4608265066328,2263.6123012482326,277.0,210.0,2072.0
2012-10-06 07:00:00,2072.0,275.17,0.0,0.0,1.0,Columbus Day,Clear,sky is clear,7,6,10,2012,5,1,1,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2.0200000000000387,1352.0,688.0,411.0,718.0,4063.0,6628.0,6990.0,817.0,698.6666666666666,1675.25,3722.9166666666665,341.2891247412512,2292.812416086915,664.0,941.0,3342.0
2012-10-06 08:00:00,3342.0,274.99,0.0,0.0,1.0,Columbus Day,Clear,sky is clear,8,6,10,2012,5,1,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1.840000000000032,2072.0,1352.0,688.0,545.0,3364.0,5534.0,5985.0,1370.6666666666667,924.3333333333334,1509.3333333333333,3533.083333333333,657.6487410971381,2229.5630087855616,720.0,1384.0,4258.0
2012-10-06 09:00:00,4258.0,275.09,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,9,6,10,2012,5,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1.9399999999999975,3342.0,2072.0,1352.0,478.0,2971.0,5403.0,5309.0,2255.333333333333,1390.5,1507.5,3441.75,1145.413418814354,2188.5524350285887,1270.0,1990.0,4861.0
2012-10-06 10:00:00,4861.0,276.88,0.0,0.0,20.0,Columbus Day,Clouds,few clouds,10,6,10,2012,5,1,0,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,3.730000000000018,4258.0,3342.0,2072.0,411.0,2450.0,4770.0,4603.0,3224.0,2020.5,1614.75,3394.0416666666665,1521.0759021166532,2156.1807716255,916.0,2186.0,5191.0
2012-10-06 11:00:00,5191.0,278.04,0.0,0.0,20.0,Columbus Day,Clouds,few clouds,11,6,10,2012,5,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,4.890000000000043,4861.0,4258.0,3342.0,688.0,1832.0,5217.0,4884.0,4153.666666666667,2762.1666666666665,1815.6666666666667,3397.833333333333,1658.0647052110664,2158.784051198764,603.0,1519.0,5669.0
2012-10-06 12:00:00,5669.0,279.08,0.0,0.0,40.0,Columbus Day,Clouds,scattered clouds,12,6,10,2012,5,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.930000000000007,5191.0,4861.0,4258.0,1352.0,1231.0,5870.0,5104.0,4770.0,3512.6666666666665,2095.583333333333,3396.75,1546.8325916745694,2157.8377714337303,330.0,933.0,5074.0
2012-10-06 13:00:00,5074.0,280.12,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,13,6,10,2012,5,1,0,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,6.970000000000027,5669.0,5191.0,4861.0,2072.0,718.0,5967.0,5178.0,5240.333333333333,4232.166666666667,2465.4166666666665,3388.375,1329.5613437020006,2148.189729546819,478.0,808.0,5025.0
2012-10-06 14:00:00,5025.0,280.25,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,14,6,10,2012,5,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,7.100000000000023,5074.0,5669.0,5191.0,3342.0,545.0,6108.0,5501.0,5311.333333333333,4732.5,2828.4166666666665,3351.1666666666665,822.0741450745217,2108.95953466172,-595.0,-117.0,5153.0
2012-10-06 15:00:00,5153.0,280.0,0.0,0.0,75.0,Columbus Day,Clouds,broken clouds,15,6,10,2012,5,1,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,6.850000000000023,5025.0,5074.0,5669.0,4258.0,478.0,6128.0,5713.0,5256.0,5013.0,3201.75,3306.0416666666665,460.2203819910711,2058.3874541086484,-49.0,-644.0,5024.0
2012-10-06 16:00:00,5024.0,279.06,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,16,6,10,2012,5,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.910000000000025,5153.0,5025.0,5074.0,4861.0,411.0,6069.0,6292.0,5084.0,5162.166666666667,3591.333333333333,3265.4166666666665,273.8922537544191,2009.3071684293195,128.0,79.0,4779.0
2012-10-06 17:00:00,4779.0,278.91,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,17,6,10,2012,5,1,1,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.760000000000048,5024.0,5153.0,5025.0,5191.0,688.0,6169.0,6057.0,5067.333333333333,5189.333333333333,3975.75,3221.875,244.5589226887364,1956.541831962044,-129.0,-1.0,4362.0
2012-10-06 18:00:00,4362.0,278.39,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,18,6,10,2012,5,1,0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.240000000000009,4779.0,5024.0,5153.0,5669.0,1352.0,5384.0,4907.0,4985.333333333333,5120.666666666667,4316.666666666667,3163.958333333333,296.3529427332801,1884.7658712669731,-245.0,-374.0,3860.0
2012-10-06 19:00:00,3860.0,278.16,0.0,0.0,90.0,Columbus Day,Clouds,overcast clouds,19,6,10,2012,5,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.010000000000048,4362.0,4779.0,5024.0,5074.0,2072.0,4063.0,3503.0,4721.666666666667,4902.833333333333,4567.5,3121.375,293.02656307350907,1843.520658543934,-417.0,-662.0,3160.0
