date_time,holiday,temp,temperature_celsius,rain_1h,snow_1h,clouds_all,weather_main,weather_description,hour,day,month,year,day_of_week,day_name,is_weekend,is_rush_hour,time_period,traffic_volume,congestion_level,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,traffic_lag_1,traffic_lag_2,traffic_lag_3,traffic_lag_6,traffic_lag_12,traffic_lag_24,traffic_rolling_mean_3,traffic_rolling_mean_6,traffic_rolling_mean_12,traffic_rolling_mean_24,traffic_rolling_std_6,traffic_rolling_std_24,traffic_change_1h,traffic_change_3h,target_next_hour
2012-10-03 23:00:00,,285.26,12.110000000000014,0.0,0.0,1,Clear,sky is clear,23,3,10,2012,2,Wednesday,0,0,Night,1015,Low,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1777.0,2637.0,2898.0,6137.0,6511.0,3539.0,2437.3333333333335,3610.5,4554.833333333333,3187.75,1563.7019856737377,2080.381491980236,-860.0,-1121.0,598.0
2012-10-04 00:00:00,,284.55,11.400000000000034,0.0,0.0,1,Clear,sky is clear,0,4,10,2012,3,Thursday,0,0,Night,598,Low,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1015.0,1777.0,2637.0,4623.0,5471.0,2784.0,1809.6666666666667,2756.8333333333335,4096.833333333333,3082.5833333333335,1281.152358881118,2125.1673062867653,-762.0,-1622.0,369.0
2012-10-04 01:00:00,,283.47,10.32000000000005,0.0,0.0,1,Clear,sky is clear,1,4,10,2012,3,Thursday,0,0,Night,369,Low,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,598.0,1015.0,1777.0,3591.0,5097.0,2361.0,1130.0,2086.0,3690.75,2991.5,1156.2556810671174,2184.5368029580695,-417.0,-1179.0,312.0
2012-10-04 02:00:00,,283.17,10.020000000000039,0.0,0.0,1,Clear,sky is clear,2,4,10,2012,3,Thursday,0,0,Night,312,Low,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,369.0,598.0,1015.0,2898.0,4887.0,1529.0,660.6666666666666,1549.0,3296.75,2908.5,1061.8367106104315,2246.49740901156,-229.0,-646.0,367.0
2012-10-04 03:00:00,,282.04,8.890000000000043,0.0,0.0,1,Clear,sky is clear,3,4,10,2012,3,Thursday,0,0,Night,367,Low,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,312.0,369.0,598.0,2637.0,5337.0,963.0,426.3333333333333,1118.0,2915.5,2857.7916666666665,920.1399893494355,2292.2586541049077,-57.0,-286.0,835.0
2012-10-04 04:00:00,,281.69,8.54000000000002,0.0,0.0,1,Clear,sky is clear,4,4,10,2012,3,Thursday,0,0,Night,835,Low,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,367.0,312.0,369.0,1777.0,5692.0,506.0,349.3333333333333,739.6666666666666,2501.3333333333335,2832.9583333333335,571.1587053233491,2316.775785799452,55.0,-2.0,2726.0
2012-10-04 05:00:00,,281.32,8.170000000000016,0.0,0.0,1,Clear,sky is clear,5,4,10,2012,3,Thursday,0,0,Morning,2726,Medium,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,835.0,367.0,312.0,1015.0,6137.0,321.0,504.6666666666667,582.6666666666666,2096.5833333333335,2846.6666666666665,288.52914353084606,2303.3429706797274,468.0,523.0,5689.0
2012-10-04 06:00:00,,280.74,7.590000000000032,0.0,0.0,1,Clear,sky is clear,6,4,10,2012,3,Thursday,0,1,Morning,5689,Severe,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,2726.0,835.0,367.0,598.0,4623.0,273.0,1309.3333333333333,867.8333333333334,1812.3333333333333,2946.875,931.1595817402326,2240.133057237993,1891.0,2359.0,6990.0
2012-10-04 07:00:00,,280.57,7.420000000000016,0.0,0.0,1,Clear,sky is clear,7,4,10,2012,3,Thursday,0,1,Morning,6990,Severe,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5689.0,2726.0,835.0,369.0,3591.0,367.0,3083.3333333333335,1716.3333333333333,1901.1666666666667,3172.5416666666665,2153.435178190105,2231.844060688803,2963.0,4854.0,5985.0
2012-10-04 08:00:00,,281.86,8.710000000000036,0.0,0.0,1,Clear,sky is clear,8,4,10,2012,3,Thursday,0,1,Morning,5985,Severe,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,6990.0,5689.0,2726.0,312.0,2898.0,814.0,5135.0,2819.8333333333335,2184.4166666666665,3448.5,2894.0074233952223,2278.8268721084273,1301.0,4264.0,5309.0
2012-10-04 09:00:00,,284.98,11.830000000000041,0.0,0.0,1,Clear,sky is clear,9,4,10,2012,3,Thursday,0,0,Morning,5309,Severe,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5985.0,6990.0,5689.0,367.0,2637.0,2718.0,6221.333333333333,3765.3333333333335,2441.6666666666665,3663.9583333333335,2836.957008251387,2263.3113578419193,-1005.0,296.0,4603.0
2012-10-04 10:00:00,,289.18,16.03000000000003,0.0,0.0,1,Clear,sky is clear,10,4,10,2012,3,Thursday,0,0,Morning,4603,High,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5309.0,5985.0,6990.0,835.0,1777.0,5673.0,6094.666666666667,4589.0,2664.3333333333335,3771.9166666666665,2324.0181582767373,2277.9749381502374,-676.0,-1681.0,4884.0
2012-10-04 11:00:00,,291.55,18.400000000000034,0.0,0.0,1,Clear,sky is clear,11,4,10,2012,3,Thursday,0,0,Morning,4884,High,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,4603.0,5309.0,5985.0,2726.0,1015.0,6511.0,5299.0,5217.0,2899.8333333333335,3727.3333333333335,1452.3551907161007,2249.4422819245983,-706.0,-1382.0,5104.0
2012-10-04 12:00:00,,294.97,21.82000000000005,0.0,0.0,1,Clear,sky is clear,12,4,10,2012,3,Thursday,0,0,Afternoon,5104,Severe,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,4884.0,4603.0,5309.0,5689.0,598.0,5471.0,4932.0,5576.666666666667,3222.25,3659.5416666666665,857.4759860583089,2185.511222239829,281.0,-425.0,5178.0
2012-10-04 13:00:00,,296.38,23.230000000000018,0.0,0.0,1,Clear,sky is clear,13,4,10,2012,3,Thursday,0,0,Afternoon,5178,Severe,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5104.0,4884.0,4603.0,6990.0,369.0,5097.0,4863.666666666667,5479.166666666667,3597.75,3644.25,875.2237237796224,2173.536794179517,220.0,501.0,5501.0
2012-10-04 14:00:00,,297.32,24.170000000000016,0.0,0.0,1,Clear,sky is clear,14,4,10,2012,3,Thursday,0,0,Afternoon,5501,Severe,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5178.0,5104.0,4884.0,5985.0,312.0,4887.0,5055.333333333333,5177.166666666667,3998.5,3647.625,467.1065902625093,2175.9522016109754,74.0,294.0,5713.0
2012-10-04 15:00:00,,298.17,25.02000000000004,0.0,0.0,1,Clear,sky is clear,15,4,10,2012,3,Thursday,0,1,Afternoon,5713,Severe,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5501.0,5178.0,5104.0,5309.0,367.0,5337.0,5261.0,5096.5,4430.916666666667,3673.2083333333335,317.54479998891617,2194.6863097464307,323.0,397.0,6292.0
2012-10-04 16:00:00,,298.06,24.910000000000025,0.0,0.0,20,Clouds,few clouds,16,4,10,2012,3,Thursday,0,1,Afternoon,6292,Severe,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5713.0,5501.0,5178.0,4603.0,835.0,5692.0,5464.0,5163.833333333333,4876.416666666667,3688.875,402.960750776881,2208.378911889502,212.0,535.0,6057.0
2012-10-04 17:00:00,,297.67,24.52000000000004,0.0,0.0,20,Clouds,few clouds,17,4,10,2012,3,Thursday,0,1,Evening,6057,Severe,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,6292.0,5713.0,5501.0,4884.0,2726.0,6137.0,5835.333333333333,5445.333333333333,5331.166666666667,3713.875,508.8534825140421,2235.2736494763853,579.0,791.0,4907.0
2012-10-04 18:00:00,,296.36,23.210000000000036,0.0,0.0,40,Clouds,scattered clouds,18,4,10,2012,3,Thursday,0,0,Evening,4907,High,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,6057.0,6292.0,5713.0,5104.0,5689.0,4623.0,6020.666666666667,5640.833333333333,5608.75,3710.5416666666665,474.21067751229424,2231.5596413654316,-235.0,344.0,3503.0
2012-10-04 19:00:00,,293.85,20.700000000000045,0.0,0.0,40,Clouds,scattered clouds,19,4,10,2012,3,Thursday,0,0,Evening,3503,High,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,4907.0,6057.0,6292.0,5178.0,6990.0,3591.0,5752.0,5608.0,5543.583333333333,3722.375,523.1122250530974,2237.353984791157,-1150.0,-1385.0,3037.0
2012-10-04 20:00:00,,292.43,19.28000000000003,0.0,0.0,40,Clouds,scattered clouds,20,4,10,2012,3,Thursday,0,0,Evening,3037,Medium,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,3503.0,4907.0,6057.0,5501.0,5985.0,2898.0,4822.333333333333,5328.833333333333,5253.0,3718.7083333333335,1014.5691532205522,2237.6507377773146,-1404.0,-2554.0,2822.0
2012-10-04 21:00:00,,291.77,18.620000000000005,0.0,0.0,75,Clouds,broken clouds,21,4,10,2012,3,Thursday,0,0,Night,2822,Medium,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,3037.0,3503.0,4907.0,5713.0,5309.0,2637.0,3815.6666666666665,4918.166666666667,5007.333333333333,3724.5,1368.0445046366974,2235.613115008945,-466.0,-1870.0,1992.0
2012-10-04 22:00:00,,291.36,18.210000000000036,0.0,0.0,75,Clouds,broken clouds,22,4,10,2012,3,Thursday,0,0,Night,1992,Medium,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,2822.0,3037.0,3503.0,6292.0,4603.0,1777.0,3120.6666666666665,4436.333333333333,4800.083333333333,3732.2083333333335,1531.4635701402322,2232.0164597173725,-215.0,-681.0,1166.0
2012-10-04 23:00:00,,291.12,17.970000000000027,0.0,0.0,75,Clouds,broken clouds,23,4,10,2012,3,Thursday,0,0,Night,1166,Low,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1992.0,2822.0,3037.0,6057.0,4884.0,1015.0,2617.0,3719.6666666666665,4582.5,3741.1666666666665,1495.0921933669053,2224.2458549333983,-830.0,-1045.0,627.0
2012-10-05 00:00:00,,290.63,17.480000000000018,0.0,0.0,75,Clouds,broken clouds,0,5,10,2012,4,Friday,0,0,Night,627,Low,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1166.0,1992.0,2822.0,4907.0,5104.0,598.0,1993.3333333333333,2904.5,4272.666666666667,3747.4583333333335,1284.3371442109715,2216.398861042814,-826.0,-1656.0,388.0
2012-10-05 01:00:00,,290.46,17.310000000000002,0.0,0.0,40,Clouds,scattered clouds,1,5,10,2012,4,Friday,0,0,Night,388,Low,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,627.0,1166.0,1992.0,3503.0,5178.0,369.0,1261.6666666666667,2191.1666666666665,3899.5833333333335,3748.6666666666665,1128.8527657168836,2214.6143773984013,-539.0,-1365.0,368.0
2012-10-05 03:00:00,,289.26,16.110000000000014,0.0,0.0,0,Clear,sky is clear,3,5,10,2012,4,Friday,0,0,Night,368,Low,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,388.0,627.0,1166.0,3037.0,5501.0,312.0,727.0,1672.0,3500.4166666666665,3749.4583333333335,1121.1460208197627,2213.356746018347,-239.0,-778.0,2489.0
2012-10-05 05:00:00,,283.21,10.060000000000002,0.0,0.0,75,Clouds,broken clouds,5,5,10,2012,4,Friday,0,0,Morning,2489,Medium,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,368.0,388.0,627.0,2822.0,5713.0,367.0,461.0,1227.1666666666667,3072.6666666666665,3751.7916666666665,993.4558705179877,2209.6017343121725,-20.0,-259.0,5537.0
2012-10-05 06:00:00,,282.24,9.090000000000032,0.0,0.0,90,Clouds,overcast clouds,6,5,10,2012,4,Friday,0,1,Morning,5537,Severe,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2489.0,368.0,388.0,1992.0,6292.0,835.0,1081.6666666666667,1171.6666666666667,2804.0,3840.2083333333335,890.5078700756397,2108.4099093901286,2121.0,2101.0,6628.0
2012-10-05 07:00:00,,281.69,8.54000000000002,0.0,0.0,90,Clouds,overcast clouds,7,5,10,2012,4,Friday,0,1,Morning,6628,Severe,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5537.0,2489.0,368.0,1166.0,6057.0,2726.0,2798.0,1762.5,2741.0833333333335,4036.125,2012.645299102648,2034.1716466521393,3048.0,5169.0,5534.0
2012-10-05 08:00:00,,280.57,7.420000000000016,0.0,0.0,90,Clouds,overcast clouds,8,5,10,2012,4,Friday,0,1,Morning,5534,Severe,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6628.0,5537.0,2489.0,627.0,4907.0,5689.0,4884.666666666667,2672.8333333333335,2788.6666666666665,4198.708333333333,2778.4435511031456,2080.3180877006503,1091.0,4139.0,5403.0
2012-10-05 09:00:00,,280.02,6.8700000000000045,0.0,0.0,75,Clouds,broken clouds,9,5,10,2012,4,Friday,0,0,Morning,5403,Severe,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5534.0,6628.0,5537.0,388.0,3503.0,6990.0,5899.666666666667,3490.6666666666665,2840.9166666666665,4192.25,2778.0019918399375,2075.7258604705207,-1094.0,-3.0,4770.0
2012-10-05 10:00:00,,280.11,6.960000000000036,0.0,0.0,75,Clouds,broken clouds,10,5,10,2012,4,Friday,0,0,Morning,4770,High,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5403.0,5534.0,6628.0,368.0,3037.0,5985.0,5855.0,4326.5,2999.25,4126.125,2384.3342676730535,2006.860414385137,-131.0,-1225.0,5217.0
2012-10-05 11:00:00,,280.0,6.850000000000023,0.0,0.0,90,Clouds,overcast clouds,11,5,10,2012,4,Friday,0,0,Morning,5217,Severe,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,4770.0,5403.0,5534.0,2489.0,2822.0,5309.0,5235.666666666667,5060.166666666667,3143.6666666666665,4075.5,1394.4618197235327,1972.9683000604634,-633.0,-764.0,5870.0
2012-10-05 12:00:00,,280.53,7.3799999999999955,0.0,0.0,90,Clouds,overcast clouds,12,5,10,2012,4,Friday,0,0,Afternoon,5870,Severe,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5217.0,4770.0,5403.0,5537.0,1992.0,4603.0,5130.0,5514.833333333333,3343.25,4071.6666666666665,615.7900345626489,1970.5553987924677,447.0,-186.0,5967.0
2012-10-05 13:00:00,,281.43,8.28000000000003,0.0,0.0,75,Clouds,broken clouds,13,5,10,2012,4,Friday,0,0,Afternoon,5967,Severe,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5870.0,5217.0,4770.0,6628.0,1166.0,4884.0,5285.666666666667,5570.333333333333,3666.4166666666665,4124.458333333333,632.9545533975315,2002.1275418515613,653.0,1100.0,6108.0
2012-10-05 14:00:00,,281.78,8.629999999999995,0.0,0.0,90,Clouds,overcast clouds,14,5,10,2012,4,Friday,0,0,Afternoon,6108,Severe,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5967.0,5870.0,5217.0,5534.0,627.0,5104.0,5684.666666666667,5460.166666666667,4066.5,4169.583333333333,440.23240074609225,2031.9729525045702,97.0,750.0,6128.0
2012-10-05 15:00:00,,281.91,8.760000000000048,0.0,0.0,90,Clouds,overcast clouds,15,5,10,2012,4,Friday,0,1,Afternoon,6128,Severe,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6108.0,5967.0,5870.0,5403.0,388.0,5178.0,5981.666666666667,5555.833333333333,4523.25,4211.416666666667,515.4312433939843,2062.1574585996013,141.0,238.0,6069.0
2012-10-05 16:00:00,,281.73,8.580000000000041,0.0,0.0,90,Clouds,overcast clouds,16,5,10,2012,4,Friday,0,1,Afternoon,6069,Severe,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6128.0,6108.0,5967.0,4770.0,368.0,5501.0,6067.666666666667,5676.666666666667,5001.583333333333,4251.0,555.8343878050994,2090.4415177494034,20.0,161.0,6169.0
2012-10-05 17:00:00,,281.42,8.270000000000039,0.0,0.0,90,Clouds,overcast clouds,17,5,10,2012,4,Friday,0,1,Evening,6169,Severe,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6069.0,6128.0,6108.0,5217.0,2489.0,5713.0,6101.666666666667,5893.166666666667,5476.666666666667,4274.666666666667,345.081681151972,2108.3471099968046,-59.0,-39.0,5384.0
2012-10-05 18:00:00,,280.87,7.720000000000027,0.0,0.0,90,Clouds,overcast clouds,18,5,10,2012,4,Friday,0,0,Evening,5384,Severe,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,6169.0,6069.0,6128.0,5870.0,5537.0,6292.0,6122.0,6051.833333333333,5783.333333333333,4293.666666666667,112.4622899761184,2123.870188996997,100.0,41.0,4063.0
2012-10-05 19:00:00,,280.15,7.0,0.0,0.0,90,Clouds,overcast clouds,19,5,10,2012,4,Friday,0,0,Evening,4063,High,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5384.0,6169.0,6069.0,5967.0,6628.0,6057.0,5874.0,5970.833333333333,5770.583333333333,4255.833333333333,295.57091647635417,2094.611132669127,-785.0,-685.0,3364.0
2012-10-05 20:00:00,,279.78,6.6299999999999955,0.0,0.0,90,Clouds,overcast clouds,20,5,10,2012,4,Friday,0,0,Evening,3364,Medium,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,4063.0,5384.0,6169.0,6108.0,5534.0,4907.0,5205.333333333333,5653.5,5556.833333333333,4172.75,833.3572463235699,2059.3099150169096,-1321.0,-2106.0,2971.0
2012-10-05 21:00:00,,279.65,6.5,0.0,0.0,75,Clouds,broken clouds,21,5,10,2012,4,Friday,0,0,Night,2971,Medium,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,3364.0,4063.0,5384.0,6128.0,5403.0,3503.0,4270.333333333333,5196.166666666667,5376.0,4108.458333333333,1204.3868841309536,2059.476188767776,-699.0,-2020.0,2450.0
2012-10-05 22:00:00,,279.22,6.07000000000005,0.0,0.0,40,Clouds,scattered clouds,22,5,10,2012,4,Friday,0,0,Night,2450,Medium,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2971.0,3364.0,4063.0,6069.0,4770.0,3037.0,3466.0,4670.0,5173.333333333333,4086.2916666666665,1391.0200573679726,2069.116687805117,-393.0,-1092.0,1832.0
2012-10-05 23:00:00,,279.06,5.910000000000025,0.0,0.0,40,Clouds,scattered clouds,23,5,10,2012,4,Friday,0,0,Night,1832,Medium,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2450.0,2971.0,3364.0,6169.0,5217.0,2822.0,2928.3333333333335,4066.8333333333335,4980.0,4061.8333333333335,1446.583757224815,2085.4640744441263,-521.0,-914.0,1231.0
2012-10-06 00:00:00,,278.81,5.660000000000025,0.0,0.0,90,Clouds,overcast clouds,0,6,10,2012,5,Saturday,1,0,Night,1231,Medium,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1832.0,2450.0,2971.0,5384.0,5870.0,1992.0,2417.6666666666665,3344.0,4697.916666666667,4020.5833333333335,1257.2565370679097,2120.549783442484,-618.0,-1139.0,718.0
2012-10-06 01:00:00,,278.55,5.400000000000034,0.0,0.0,90,Clouds,overcast clouds,1,6,10,2012,5,Saturday,1,0,Night,718,Low,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1231.0,1832.0,2450.0,4063.0,5967.0,1166.0,1837.6666666666667,2651.8333333333335,4311.333333333333,3988.875,1032.6733107167317,2157.568242912859,-601.0,-1219.0,545.0
2012-10-06 02:00:00,,278.59,5.439999999999998,0.0,0.0,90,Clouds,overcast clouds,2,6,10,2012,5,Saturday,1,0,Night,545,Low,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,718.0,1231.0,1832.0,3364.0,6108.0,627.0,1260.3333333333333,2094.3333333333335,3873.9166666666665,3970.2083333333335,1021.3278938062218,2184.8187066200935,-513.0,-1114.0,411.0
