date_time,temp,temperature_celsius,rain_1h,snow_1h,clouds_all,holiday,weather_main,weather_description,hour,day,month,year,day_of_week,is_weekend,is_rush_hour,time_period,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,peak_period,traffic_volume,congestion_target
2012-10-02 19:00:00,290.97,17.82000000000005,0.0,0.0,20,,Clouds,few clouds,19,2,10,2012,1,0,1,Evening,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,Night,3539,High
2012-10-02 20:00:00,289.38,16.230000000000018,0.0,0.0,1,,Clear,sky is clear,20,2,10,2012,1,0,0,Evening,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,Night,2784,Medium
2012-10-02 21:00:00,288.61,15.460000000000036,0.0,0.0,1,,Clear,sky is clear,21,2,10,2012,1,0,0,Night,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,Night,2361,Medium
2012-10-02 22:00:00,287.16,14.010000000000048,0.0,0.0,1,,Clear,sky is clear,22,2,10,2012,1,0,0,Night,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,Night,1529,Medium
2012-10-02 23:00:00,285.45,12.300000000000011,0.0,0.0,1,,Clear,sky is clear,23,2,10,2012,1,0,0,Night,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,Off Peak,963,Low
2012-10-03 00:00:00,284.63,11.480000000000018,0.0,0.0,1,,Clear,sky is clear,0,3,10,2012,2,0,0,Night,0.0,1.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,506,Low
2012-10-03 01:00:00,283.47,10.32000000000005,0.0,0.0,1,,Clear,sky is clear,1,3,10,2012,2,0,0,Night,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,321,Low
2012-10-03 02:00:00,281.18,8.03000000000003,0.0,0.0,1,,Clear,sky is clear,2,3,10,2012,2,0,0,Night,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,273,Low
2012-10-03 03:00:00,281.09,7.939999999999998,0.0,0.0,1,,Clear,sky is clear,3,3,10,2012,2,0,0,Night,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,367,Low
2012-10-03 04:00:00,279.53,6.379999999999996,0.0,0.0,1,,Clear,sky is clear,4,3,10,2012,2,0,0,Night,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,814,Low
2012-10-03 05:00:00,278.62,5.470000000000027,0.0,0.0,1,,Clear,sky is clear,5,3,10,2012,2,0,0,Morning,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,2718,Medium
2012-10-03 06:00:00,278.23,5.080000000000041,0.0,0.0,1,,Clear,sky is clear,6,3,10,2012,2,0,0,Morning,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Morning Peak,5673,Severe
2012-10-03 08:00:00,278.12,4.970000000000027,0.0,0.0,1,,Clear,sky is clear,8,3,10,2012,2,0,1,Morning,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Morning Peak,6511,Severe
2012-10-03 09:00:00,282.48,9.33000000000004,0.0,0.0,1,,Clear,sky is clear,9,3,10,2012,2,0,1,Morning,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Morning Peak,5471,Severe
2012-10-03 12:00:00,291.97,18.82000000000005,0.0,0.0,1,,Clear,sky is clear,12,3,10,2012,2,0,0,Afternoon,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Midday,5097,Severe
2012-10-03 13:00:00,293.23,20.08000000000004,0.0,0.0,1,,Clear,sky is clear,13,3,10,2012,2,0,0,Afternoon,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Midday,4887,High
2012-10-03 14:00:00,294.31,21.160000000000025,0.0,0.0,1,,Clear,sky is clear,14,3,10,2012,2,0,0,Afternoon,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Evening Peak,5337,Severe
2012-10-03 15:00:00,295.17,22.02000000000004,0.0,0.0,1,,Clear,sky is clear,15,3,10,2012,2,0,0,Afternoon,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Evening Peak,5692,Severe
2012-10-03 16:00:00,295.13,21.980000000000015,0.0,0.0,1,,Clear,sky is clear,16,3,10,2012,2,0,1,Afternoon,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Evening Peak,6137,Severe
2012-10-03 18:00:00,293.66,20.510000000000048,0.0,0.0,20,,Clouds,few clouds,18,3,10,2012,2,0,1,Evening,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Night,4623,High
2012-10-03 19:00:00,290.65,17.5,0.0,0.0,20,,Clouds,few clouds,19,3,10,2012,2,0,1,Evening,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Night,3591,High
2012-10-03 20:00:00,288.19,15.04000000000002,0.0,0.0,20,,Clouds,few clouds,20,3,10,2012,2,0,0,Evening,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Night,2898,Medium
2012-10-03 21:00:00,287.1,13.950000000000044,0.0,0.0,1,,Clear,sky is clear,21,3,10,2012,2,0,0,Night,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Night,2637,Medium
2012-10-03 22:00:00,286.25,13.100000000000025,0.0,0.0,1,,Clear,sky is clear,22,3,10,2012,2,0,0,Night,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Night,1777,Medium
2012-10-03 23:00:00,285.26,12.110000000000014,0.0,0.0,1,,Clear,sky is clear,23,3,10,2012,2,0,0,Night,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,Off Peak,1015,Low
2012-10-04 00:00:00,284.55,11.400000000000034,0.0,0.0,1,,Clear,sky is clear,0,4,10,2012,3,0,0,Night,0.0,1.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,598,Low
2012-10-04 01:00:00,283.47,10.32000000000005,0.0,0.0,1,,Clear,sky is clear,1,4,10,2012,3,0,0,Night,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,369,Low
2012-10-04 02:00:00,283.17,10.02000000000004,0.0,0.0,1,,Clear,sky is clear,2,4,10,2012,3,0,0,Night,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,312,Low
2012-10-04 03:00:00,282.04,8.890000000000043,0.0,0.0,1,,Clear,sky is clear,3,4,10,2012,3,0,0,Night,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,367,Low
2012-10-04 04:00:00,281.69,8.54000000000002,0.0,0.0,1,,Clear,sky is clear,4,4,10,2012,3,0,0,Night,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,835,Low
2012-10-04 05:00:00,281.32,8.170000000000016,0.0,0.0,1,,Clear,sky is clear,5,4,10,2012,3,0,0,Morning,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,2726,Medium
2012-10-04 06:00:00,280.74,7.590000000000032,0.0,0.0,1,,Clear,sky is clear,6,4,10,2012,3,0,0,Morning,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Morning Peak,5689,Severe
2012-10-04 07:00:00,280.57,7.420000000000016,0.0,0.0,1,,Clear,sky is clear,7,4,10,2012,3,0,1,Morning,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Morning Peak,6990,Severe
2012-10-04 08:00:00,281.86,8.710000000000036,0.0,0.0,1,,Clear,sky is clear,8,4,10,2012,3,0,1,Morning,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Morning Peak,5985,Severe
2012-10-04 09:00:00,284.98,11.83000000000004,0.0,0.0,1,,Clear,sky is clear,9,4,10,2012,3,0,1,Morning,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Morning Peak,5309,Severe
2012-10-04 10:00:00,289.18,16.03000000000003,0.0,0.0,1,,Clear,sky is clear,10,4,10,2012,3,0,0,Morning,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Midday,4603,High
2012-10-04 11:00:00,291.55,18.400000000000038,0.0,0.0,1,,Clear,sky is clear,11,4,10,2012,3,0,0,Morning,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Midday,4884,High
2012-10-04 12:00:00,294.97,21.82000000000005,0.0,0.0,1,,Clear,sky is clear,12,4,10,2012,3,0,0,Afternoon,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Midday,5104,Severe
2012-10-04 13:00:00,296.38,23.230000000000015,0.0,0.0,1,,Clear,sky is clear,13,4,10,2012,3,0,0,Afternoon,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Midday,5178,Severe
2012-10-04 14:00:00,297.32,24.170000000000016,0.0,0.0,1,,Clear,sky is clear,14,4,10,2012,3,0,0,Afternoon,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Evening Peak,5501,Severe
2012-10-04 15:00:00,298.17,25.02000000000004,0.0,0.0,1,,Clear,sky is clear,15,4,10,2012,3,0,0,Afternoon,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Evening Peak,5713,Severe
2012-10-04 16:00:00,298.06,24.910000000000025,0.0,0.0,20,,Clouds,few clouds,16,4,10,2012,3,0,1,Afternoon,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Evening Peak,6292,Severe
2012-10-04 17:00:00,297.67,24.52000000000004,0.0,0.0,20,,Clouds,few clouds,17,4,10,2012,3,0,1,Evening,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Evening Peak,6057,Severe
2012-10-04 18:00:00,296.36,23.21000000000004,0.0,0.0,40,,Clouds,scattered clouds,18,4,10,2012,3,0,1,Evening,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Night,4907,High
2012-10-04 19:00:00,293.85,20.700000000000045,0.0,0.0,40,,Clouds,scattered clouds,19,4,10,2012,3,0,1,Evening,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Night,3503,High
2012-10-04 20:00:00,292.43,19.28000000000003,0.0,0.0,40,,Clouds,scattered clouds,20,4,10,2012,3,0,0,Evening,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Night,3037,Medium
2012-10-04 21:00:00,291.77,18.620000000000005,0.0,0.0,75,,Clouds,broken clouds,21,4,10,2012,3,0,0,Night,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Night,2822,Medium
2012-10-04 22:00:00,291.36,18.21000000000004,0.0,0.0,75,,Clouds,broken clouds,22,4,10,2012,3,0,0,Night,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Night,1992,Medium
2012-10-04 23:00:00,291.12,17.970000000000027,0.0,0.0,75,,Clouds,broken clouds,23,4,10,2012,3,0,0,Night,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,Off Peak,1166,Low
2012-10-05 00:00:00,290.63,17.480000000000018,0.0,0.0,75,,Clouds,broken clouds,0,5,10,2012,4,0,0,Night,0.0,1.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Off Peak,627,Low
2012-10-05 01:00:00,290.46,17.310000000000002,0.0,0.0,40,,Clouds,scattered clouds,1,5,10,2012,4,0,0,Night,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Off Peak,388,Low
2012-10-05 03:00:00,289.26,16.110000000000014,0.0,0.0,0,,Clear,sky is clear,3,5,10,2012,4,0,0,Night,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Off Peak,368,Low
2012-10-05 05:00:00,283.21,10.060000000000002,0.0,0.0,75,,Clouds,broken clouds,5,5,10,2012,4,0,0,Morning,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Off Peak,2489,Medium
2012-10-05 06:00:00,282.24,9.090000000000032,0.0,0.0,90,,Clouds,overcast clouds,6,5,10,2012,4,0,0,Morning,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Morning Peak,5537,Severe
2012-10-05 07:00:00,281.69,8.54000000000002,0.0,0.0,90,,Clouds,overcast clouds,7,5,10,2012,4,0,1,Morning,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Morning Peak,6628,Severe
2012-10-05 08:00:00,280.57,7.420000000000016,0.0,0.0,90,,Clouds,overcast clouds,8,5,10,2012,4,0,1,Morning,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Morning Peak,5534,Severe
2012-10-05 09:00:00,280.02,6.8700000000000045,0.0,0.0,75,,Clouds,broken clouds,9,5,10,2012,4,0,1,Morning,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Morning Peak,5403,Severe
2012-10-05 10:00:00,280.11,6.960000000000036,0.0,0.0,75,,Clouds,broken clouds,10,5,10,2012,4,0,0,Morning,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Midday,4770,High
2012-10-05 11:00:00,280.0,6.850000000000023,0.0,0.0,90,,Clouds,overcast clouds,11,5,10,2012,4,0,0,Morning,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Midday,5217,Severe
2012-10-05 12:00:00,280.53,7.3799999999999955,0.0,0.0,90,,Clouds,overcast clouds,12,5,10,2012,4,0,0,Afternoon,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Midday,5870,Severe
2012-10-05 13:00:00,281.43,8.28000000000003,0.0,0.0,75,,Clouds,broken clouds,13,5,10,2012,4,0,0,Afternoon,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Midday,5967,Severe
2012-10-05 14:00:00,281.78,8.629999999999995,0.0,0.0,90,,Clouds,overcast clouds,14,5,10,2012,4,0,0,Afternoon,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Evening Peak,6108,Severe
2012-10-05 15:00:00,281.91,8.760000000000048,0.0,0.0,90,,Clouds,overcast clouds,15,5,10,2012,4,0,0,Afternoon,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Evening Peak,6128,Severe
2012-10-05 16:00:00,281.73,8.580000000000041,0.0,0.0,90,,Clouds,overcast clouds,16,5,10,2012,4,0,1,Afternoon,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Evening Peak,6069,Severe
2012-10-05 17:00:00,281.42,8.270000000000039,0.0,0.0,90,,Clouds,overcast clouds,17,5,10,2012,4,0,1,Evening,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Evening Peak,6169,Severe
2012-10-05 18:00:00,280.87,7.720000000000027,0.0,0.0,90,,Clouds,overcast clouds,18,5,10,2012,4,0,1,Evening,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Night,5384,Severe
2012-10-05 19:00:00,280.15,7.0,0.0,0.0,90,,Clouds,overcast clouds,19,5,10,2012,4,0,1,Evening,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Night,4063,High
2012-10-05 20:00:00,279.78,6.629999999999996,0.0,0.0,90,,Clouds,overcast clouds,20,5,10,2012,4,0,0,Evening,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Night,3364,Medium
2012-10-05 21:00:00,279.65,6.5,0.0,0.0,75,,Clouds,broken clouds,21,5,10,2012,4,0,0,Night,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Night,2971,Medium
2012-10-05 22:00:00,279.22,6.07000000000005,0.0,0.0,40,,Clouds,scattered clouds,22,5,10,2012,4,0,0,Night,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Night,2450,Medium
2012-10-05 23:00:00,279.06,5.910000000000025,0.0,0.0,40,,Clouds,scattered clouds,23,5,10,2012,4,0,0,Night,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,Off Peak,1832,Medium
2012-10-06 00:00:00,278.81,5.660000000000025,0.0,0.0,90,,Clouds,overcast clouds,0,6,10,2012,5,1,0,Night,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Off Peak,1231,Medium
2012-10-06 01:00:00,278.55,5.400000000000034,0.0,0.0,90,,Clouds,overcast clouds,1,6,10,2012,5,1,0,Night,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Off Peak,718,Low
2012-10-06 02:00:00,278.59,5.439999999999998,0.0,0.0,90,,Clouds,overcast clouds,2,6,10,2012,5,1,0,Night,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Off Peak,545,Low
2012-10-06 04:00:00,276.99,3.840000000000032,0.0,0.0,75,,Clouds,broken clouds,4,6,10,2012,5,1,0,Night,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Off Peak,411,Low
2012-10-06 05:00:00,276.35,3.200000000000045,0.0,0.0,20,,Clouds,few clouds,5,6,10,2012,5,1,0,Morning,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Off Peak,688,Low
2012-10-06 06:00:00,275.4,2.25,0.0,0.0,1,,Clear,sky is clear,6,6,10,2012,5,1,0,Morning,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Morning Peak,1352,Medium
2012-10-06 07:00:00,275.17,2.0200000000000387,0.0,0.0,1,,Clear,sky is clear,7,6,10,2012,5,1,1,Morning,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Morning Peak,2072,Medium
2012-10-06 08:00:00,274.99,1.840000000000032,0.0,0.0,1,,Clear,sky is clear,8,6,10,2012,5,1,1,Morning,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Morning Peak,3342,Medium
2012-10-06 09:00:00,275.09,1.9399999999999975,0.0,0.0,40,,Clouds,scattered clouds,9,6,10,2012,5,1,1,Morning,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Morning Peak,4258,High
2012-10-06 10:00:00,276.88,3.730000000000018,0.0,0.0,20,,Clouds,few clouds,10,6,10,2012,5,1,0,Morning,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Midday,4861,High
2012-10-06 11:00:00,278.04,4.890000000000043,0.0,0.0,20,,Clouds,few clouds,11,6,10,2012,5,1,0,Morning,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Midday,5191,Severe
2012-10-06 12:00:00,279.08,5.930000000000007,0.0,0.0,40,,Clouds,scattered clouds,12,6,10,2012,5,1,0,Afternoon,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Midday,5669,Severe
2012-10-06 13:00:00,280.12,6.970000000000027,0.0,0.0,75,,Clouds,broken clouds,13,6,10,2012,5,1,0,Afternoon,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Midday,5074,Severe
2012-10-06 14:00:00,280.25,7.100000000000023,0.0,0.0,75,,Clouds,broken clouds,14,6,10,2012,5,1,0,Afternoon,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Evening Peak,5025,Severe
2012-10-06 15:00:00,280.0,6.850000000000023,0.0,0.0,75,,Clouds,broken clouds,15,6,10,2012,5,1,0,Afternoon,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Evening Peak,5153,Severe
2012-10-06 16:00:00,279.06,5.910000000000025,0.0,0.0,90,,Clouds,overcast clouds,16,6,10,2012,5,1,1,Afternoon,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Evening Peak,5024,Severe
2012-10-06 17:00:00,278.91,5.760000000000048,0.0,0.0,90,,Clouds,overcast clouds,17,6,10,2012,5,1,1,Evening,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Evening Peak,4779,High
2012-10-06 18:00:00,278.39,5.240000000000009,0.0,0.0,90,,Clouds,overcast clouds,18,6,10,2012,5,1,1,Evening,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Night,4362,High
2012-10-06 19:00:00,278.16,5.010000000000048,0.0,0.0,90,,Clouds,overcast clouds,19,6,10,2012,5,1,1,Evening,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Night,3860,High
2012-10-06 20:00:00,278.16,5.010000000000048,0.0,0.0,90,,Clouds,overcast clouds,20,6,10,2012,5,1,0,Evening,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Night,3160,Medium
2012-10-06 21:00:00,277.93,4.78000000000003,0.0,0.0,90,,Clouds,overcast clouds,21,6,10,2012,5,1,0,Night,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Night,2992,Medium
2012-10-06 22:00:00,276.9,3.75,0.0,0.0,90,,Clouds,overcast clouds,22,6,10,2012,5,1,0,Night,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,Night,3202,Medium
