date_time,holiday,temp,temperature_celsius,rain_1h,snow_1h,clouds_all,weather_main,weather_description,hour,day,month,year,day_of_week,day_name,is_weekend,is_rush_hour,time_period,traffic_volume,congestion_level
2012-10-05 06:00:00,None,282.24,9.090000000000032,0.0,0.0,90,Clouds,overcast clouds,6,5,10,2012,4,Friday,0,0,Morning,5537,Severe
2012-10-05 07:00:00,None,281.69,8.54000000000002,0.0,0.0,90,Clouds,overcast clouds,7,5,10,2012,4,Friday,0,1,Morning,6628,Severe
2012-10-05 08:00:00,None,280.57,7.420000000000016,0.0,0.0,90,Clouds,overcast clouds,8,5,10,2012,4,Friday,0,1,Morning,5534,Severe
2012-10-05 09:00:00,None,280.02,6.8700000000000045,0.0,0.0,75,Clouds,broken clouds,9,5,10,2012,4,Friday,0,1,Morning,5403,Severe
2012-10-05 10:00:00,None,280.11,6.960000000000036,0.0,0.0,75,Clouds,broken clouds,10,5,10,2012,4,Friday,0,0,Morning,4770,High
2012-10-05 11:00:00,None,280.0,6.850000000000023,0.0,0.0,90,Clouds,overcast clouds,11,5,10,2012,4,Friday,0,0,Morning,5217,Severe
2012-10-05 12:00:00,None,280.53,7.3799999999999955,0.0,0.0,90,Clouds,overcast clouds,12,5,10,2012,4,Friday,0,0,Afternoon,5870,Severe
2012-10-05 13:00:00,None,281.43,8.28000000000003,0.0,0.0,75,Clouds,broken clouds,13,5,10,2012,4,Friday,0,0,Afternoon,5967,Severe
2012-10-05 14:00:00,None,281.78,8.629999999999995,0.0,0.0,90,Clouds,overcast clouds,14,5,10,2012,4,Friday,0,0,Afternoon,6108,Severe
2012-10-05 15:00:00,None,281.91,8.760000000000048,0.0,0.0,90,Clouds,overcast clouds,15,5,10,2012,4,Friday,0,0,Afternoon,6128,Severe
2012-10-05 16:00:00,None,281.73,8.580000000000041,0.0,0.0,90,Clouds,overcast clouds,16,5,10,2012,4,Friday,0,1,Afternoon,6069,Severe
2012-10-05 17:00:00,None,281.42,8.270000000000039,0.0,0.0,90,Clouds,overcast clouds,17,5,10,2012,4,Friday,0,1,Evening,6169,Severe
2012-10-05 18:00:00,None,280.87,7.720000000000027,0.0,0.0,90,Clouds,overcast clouds,18,5,10,2012,4,Friday,0,1,Evening,5384,Severe
2012-10-05 19:00:00,None,280.15,7.0,0.0,0.0,90,Clouds,overcast clouds,19,5,10,2012,4,Friday,0,1,Evening,4063,High
2012-10-05 20:00:00,None,279.78,6.6299999999999955,0.0,0.0,90,Clouds,overcast clouds,20,5,10,2012,4,Friday,0,0,Evening,3364,Medium
2012-10-05 21:00:00,None,279.65,6.5,0.0,0.0,75,Clouds,broken clouds,21,5,10,2012,4,Friday,0,0,Night,2971,Medium
2012-10-05 22:00:00,None,279.22,6.07000000000005,0.0,0.0,40,Clouds,scattered clouds,22,5,10,2012,4,Friday,0,0,Night,2450,Medium
2012-10-05 23:00:00,None,279.06,5.910000000000025,0.0,0.0,40,Clouds,scattered clouds,23,5,10,2012,4,Friday,0,0,Night,1832,Medium
2012-10-06 00:00:00,None,278.81,5.660000000000025,0.0,0.0,90,Clouds,overcast clouds,0,6,10,2012,5,Saturday,1,0,Night,1231,Medium
2012-10-06 01:00:00,None,278.55,5.400000000000034,0.0,0.0,90,Clouds,overcast clouds,1,6,10,2012,5,Saturday,1,0,Night,718,Low
2012-10-06 02:00:00,None,278.59,5.439999999999998,0.0,0.0,90,Clouds,overcast clouds,2,6,10,2012,5,Saturday,1,0,Night,545,Low
2012-10-06 04:00:00,None,276.99,3.840000000000032,0.0,0.0,75,Clouds,broken clouds,4,6,10,2012,5,Saturday,1,0,Night,411,Low
2012-10-06 05:00:00,None,276.35,3.2000000000000455,0.0,0.0,20,Clouds,few clouds,5,6,10,2012,5,Saturday,1,0,Morning,688,Low
2012-10-06 06:00:00,None,275.4,2.25,0.0,0.0,1,Clear,sky is clear,6,6,10,2012,5,Saturday,1,0,Morning,1352,Medium
2012-10-06 07:00:00,None,275.17,2.0200000000000387,0.0,0.0,1,Clear,sky is clear,7,6,10,2012,5,Saturday,1,1,Morning,2072,Medium
2012-10-06 08:00:00,None,274.99,1.8400000000000318,0.0,0.0,1,Clear,sky is clear,8,6,10,2012,5,Saturday,1,1,Morning,3342,Medium
2012-10-06 09:00:00,None,275.09,1.9399999999999977,0.0,0.0,40,Clouds,scattered clouds,9,6,10,2012,5,Saturday,1,1,Morning,4258,High
2012-10-06 10:00:00,None,276.88,3.730000000000018,0.0,0.0,20,Clouds,few clouds,10,6,10,2012,5,Saturday,1,0,Morning,4861,High
2012-10-06 11:00:00,None,278.04,4.890000000000043,0.0,0.0,20,Clouds,few clouds,11,6,10,2012,5,Saturday,1,0,Morning,5191,Severe
2012-10-06 12:00:00,None,279.08,5.930000000000007,0.0,0.0,40,Clouds,scattered clouds,12,6,10,2012,5,Saturday,1,0,Afternoon,5669,Severe
2012-10-06 13:00:00,None,280.12,6.970000000000027,0.0,0.0,75,Clouds,broken clouds,13,6,10,2012,5,Saturday,1,0,Afternoon,5074,Severe
2012-10-06 14:00:00,None,280.25,7.100000000000023,0.0,0.0,75,Clouds,broken clouds,14,6,10,2012,5,Saturday,1,0,Afternoon,5025,Severe
2012-10-06 15:00:00,None,280.0,6.850000000000023,0.0,0.0,75,Clouds,broken clouds,15,6,10,2012,5,Saturday,1,0,Afternoon,5153,Severe
2012-10-06 16:00:00,None,279.06,5.910000000000025,0.0,0.0,90,Clouds,overcast clouds,16,6,10,2012,5,Saturday,1,1,Afternoon,5024,Severe
2012-10-06 17:00:00,None,278.91,5.760000000000048,0.0,0.0,90,Clouds,overcast clouds,17,6,10,2012,5,Saturday,1,1,Evening,4779,High
2012-10-06 18:00:00,None,278.39,5.240000000000009,0.0,0.0,90,Clouds,overcast clouds,18,6,10,2012,5,Saturday,1,1,Evening,4362,High
2012-10-06 19:00:00,None,278.16,5.010000000000048,0.0,0.0,90,Clouds,overcast clouds,19,6,10,2012,5,Saturday,1,1,Evening,3860,High
2012-10-06 20:00:00,None,278.16,5.010000000000048,0.0,0.0,90,Clouds,overcast clouds,20,6,10,2012,5,Saturday,1,0,Evening,3160,Medium
2012-10-06 21:00:00,None,277.93,4.78000000000003,0.0,0.0,90,Clouds,overcast clouds,21,6,10,2012,5,Saturday,1,0,Night,2992,Medium
2012-10-06 22:00:00,None,276.9,3.75,0.0,0.0,90,Clouds,overcast clouds,22,6,10,2012,5,Saturday,1,0,Night,3202,Medium
2012-10-06 23:00:00,None,276.34,3.1899999999999977,0.0,0.0,75,Clouds,broken clouds,23,6,10,2012,5,Saturday,1,0,Night,1941,Medium
2012-10-07 00:00:00,None,276.11,2.9600000000000364,0.0,0.0,75,Clouds,broken clouds,0,7,10,2012,6,Sunday,1,0,Night,1233,Medium
2012-10-07 03:00:00,None,275.73,2.580000000000041,0.0,0.0,90,Clouds,overcast clouds,3,7,10,2012,6,Sunday,1,0,Night,323,Low
2012-10-07 04:00:00,None,275.65,2.5,0.0,0.0,90,Clouds,overcast clouds,4,7,10,2012,6,Sunday,1,0,Night,312,Low
2012-10-07 05:00:00,None,275.51,2.3600000000000136,0.0,0.0,75,Clouds,broken clouds,5,7,10,2012,6,Sunday,1,0,Morning,627,Low
2012-10-07 06:00:00,None,275.05,1.900000000000034,0.0,0.0,90,Clouds,overcast clouds,6,7,10,2012,6,Sunday,1,0,Morning,1508,Medium
2012-10-07 07:00:00,None,274.77,1.6200000000000045,0.0,0.0,90,Clouds,overcast clouds,7,7,10,2012,6,Sunday,1,1,Morning,1539,Medium
2012-10-07 08:00:00,None,274.77,1.6200000000000045,0.0,0.0,75,Clouds,broken clouds,8,7,10,2012,6,Sunday,1,1,Morning,2232,Medium
2012-10-07 09:00:00,None,275.55,2.400000000000034,0.0,0.0,75,Clouds,broken clouds,9,7,10,2012,6,Sunday,1,1,Morning,4568,High
2012-10-07 10:00:00,None,276.24,3.090000000000032,0.0,0.0,75,Clouds,broken clouds,10,7,10,2012,6,Sunday,1,0,Morning,4624,High
2012-10-07 11:00:00,None,277.01,3.8600000000000136,0.0,0.0,90,Clouds,overcast clouds,11,7,10,2012,6,Sunday,1,0,Morning,4529,High
2012-10-07 12:00:00,None,277.43,4.28000000000003,0.0,0.0,90,Clouds,overcast clouds,12,7,10,2012,6,Sunday,1,0,Afternoon,5139,Severe
2012-10-07 13:00:00,None,278.45,5.300000000000011,0.0,0.0,90,Clouds,overcast clouds,13,7,10,2012,6,Sunday,1,0,Afternoon,6640,Severe
2012-10-07 14:00:00,None,279.27,6.1200000000000045,0.0,0.0,90,Clouds,overcast clouds,14,7,10,2012,6,Sunday,1,0,Afternoon,6589,Severe
2012-10-07 15:00:00,None,279.27,6.1200000000000045,0.0,0.0,90,Clouds,overcast clouds,15,7,10,2012,6,Sunday,1,0,Afternoon,4429,High
2012-10-07 16:00:00,None,279.44,6.2900000000000205,0.0,0.0,90,Clouds,overcast clouds,16,7,10,2012,6,Sunday,1,1,Afternoon,4329,High
2012-10-07 17:00:00,None,279.32,6.170000000000016,0.0,0.0,90,Clouds,overcast clouds,17,7,10,2012,6,Sunday,1,1,Evening,3833,High
2012-10-07 18:00:00,None,279.27,6.1200000000000045,0.0,0.0,90,Clouds,overcast clouds,18,7,10,2012,6,Sunday,1,1,Evening,4015,High
2012-10-07 19:00:00,None,278.11,4.960000000000036,0.0,0.0,90,Clouds,overcast clouds,19,7,10,2012,6,Sunday,1,1,Evening,3382,High
2012-10-07 20:00:00,None,276.79,3.640000000000043,0.0,0.0,75,Clouds,broken clouds,20,7,10,2012,6,Sunday,1,0,Evening,2815,Medium
2012-10-07 21:00:00,None,275.73,2.580000000000041,0.0,0.0,90,Clouds,overcast clouds,21,7,10,2012,6,Sunday,1,0,Night,2110,Medium
2012-10-07 22:00:00,None,274.88,1.7300000000000182,0.0,0.0,75,Clouds,broken clouds,22,7,10,2012,6,Sunday,1,0,Night,1555,Medium
2012-10-07 23:00:00,None,273.92,0.7700000000000387,0.0,0.0,20,Clouds,few clouds,23,7,10,2012,6,Sunday,1,0,Night,959,Low
2012-10-08 00:00:00,Columbus Day,273.08,-0.06999999999999318,0.0,0.0,20,Clouds,few clouds,0,8,10,2012,0,Monday,0,0,Night,455,Low
2012-10-08 01:00:00,None,272.62,-0.5299999999999727,0.0,0.0,20,Clouds,few clouds,1,8,10,2012,0,Monday,0,0,Night,336,Low
2012-10-08 02:00:00,None,271.78,-1.3700000000000045,0.0,0.0,1,Clear,sky is clear,2,8,10,2012,0,Monday,0,0,Night,265,Low
2012-10-08 03:00:00,None,271.05,-2.099999999999966,0.0,0.0,1,Clear,sky is clear,3,8,10,2012,0,Monday,0,0,Night,314,Low
2012-10-08 04:00:00,None,270.63,-2.519999999999982,0.0,0.0,1,Clear,sky is clear,4,8,10,2012,0,Monday,0,0,Night,779,Low
2012-10-08 05:00:00,None,270.33,-2.819999999999993,0.0,0.0,1,Clear,sky is clear,5,8,10,2012,0,Monday,0,0,Morning,2571,Medium
2012-10-08 06:00:00,None,269.61,-3.5399999999999636,0.0,0.0,20,Clouds,few clouds,6,8,10,2012,0,Monday,0,0,Morning,5563,Severe
2012-10-08 07:00:00,None,270.01,-3.1399999999999864,0.0,0.0,20,Clouds,few clouds,7,8,10,2012,0,Monday,0,1,Morning,6676,Severe
2012-10-08 08:00:00,None,271.23,-1.919999999999959,0.0,0.0,20,Clouds,few clouds,8,8,10,2012,0,Monday,0,1,Morning,5966,Severe
2012-10-08 09:00:00,None,273.71,0.5600000000000023,0.0,0.0,20,Clouds,few clouds,9,8,10,2012,0,Monday,0,1,Morning,4832,High
2012-10-08 10:00:00,None,276.77,3.6200000000000045,0.0,0.0,20,Clouds,few clouds,10,8,10,2012,0,Monday,0,0,Morning,4395,High
2012-10-08 11:00:00,None,279.47,6.32000000000005,0.0,0.0,20,Clouds,few clouds,11,8,10,2012,0,Monday,0,0,Morning,4411,High
2012-10-08 12:00:00,None,279.84,6.689999999999998,0.0,0.0,1,Clear,sky is clear,12,8,10,2012,0,Monday,0,0,Afternoon,4648,High
2012-10-08 13:00:00,None,282.34,9.189999999999998,0.0,0.0,40,Clouds,scattered clouds,13,8,10,2012,0,Monday,0,0,Afternoon,4602,High
2012-10-08 14:00:00,None,282.94,9.79000000000002,0.0,0.0,40,Clouds,scattered clouds,14,8,10,2012,0,Monday,0,0,Afternoon,5125,Severe
2012-10-08 15:00:00,None,283.48,10.330000000000041,0.0,0.0,1,Clear,sky is clear,15,8,10,2012,0,Monday,0,0,Afternoon,5502,Severe
2012-10-08 16:00:00,None,284.33,11.180000000000007,0.0,0.0,1,Clear,sky is clear,16,8,10,2012,0,Monday,0,1,Afternoon,5979,Severe
2012-10-08 17:00:00,None,284.48,11.330000000000041,0.0,0.0,40,Clouds,scattered clouds,17,8,10,2012,0,Monday,0,1,Evening,5663,Severe
2012-10-08 18:00:00,None,284.23,11.080000000000041,0.0,0.0,40,Clouds,scattered clouds,18,8,10,2012,0,Monday,0,1,Evening,4259,High
2012-10-08 19:00:00,None,281.99,8.840000000000032,0.0,0.0,20,Clouds,few clouds,19,8,10,2012,0,Monday,0,1,Evening,3069,Medium
2012-10-08 20:00:00,None,279.81,6.660000000000025,0.0,0.0,1,Clear,sky is clear,20,8,10,2012,0,Monday,0,0,Evening,2378,Medium
2012-10-08 21:00:00,None,279.35,6.2000000000000455,0.0,0.0,1,Clear,sky is clear,21,8,10,2012,0,Monday,0,0,Night,2030,Medium
2012-10-08 22:00:00,None,278.9,5.75,0.0,0.0,1,Clear,sky is clear,22,8,10,2012,0,Monday,0,0,Night,1400,Medium
2012-10-08 23:00:00,None,278.46,5.310000000000002,0.0,0.0,1,Clear,sky is clear,23,8,10,2012,0,Monday,0,0,Night,917,Low
2012-10-09 00:00:00,None,277.78,4.6299999999999955,0.0,0.0,1,Clear,sky is clear,0,9,10,2012,1,Tuesday,0,0,Night,515,Low
2012-10-09 01:00:00,None,277.27,4.1200000000000045,0.0,0.0,1,Clear,sky is clear,1,9,10,2012,1,Tuesday,0,0,Night,302,Low
2012-10-09 02:00:00,None,277.47,4.32000000000005,0.0,0.0,1,Clear,sky is clear,2,9,10,2012,1,Tuesday,0,0,Night,251,Low
2012-10-09 04:00:00,None,276.97,3.82000000000005,0.0,0.0,20,Clouds,few clouds,4,9,10,2012,1,Tuesday,0,0,Night,798,Low
2012-10-09 05:00:00,None,276.52,3.3700000000000045,0.0,0.0,40,Clouds,scattered clouds,5,9,10,2012,1,Tuesday,0,0,Morning,2678,Medium
2012-10-09 06:00:00,None,276.6,3.4500000000000455,0.0,0.0,40,Clouds,scattered clouds,6,9,10,2012,1,Tuesday,0,0,Morning,5733,Severe
2012-10-09 07:00:00,None,277.31,4.160000000000025,0.0,0.0,75,Clouds,broken clouds,7,9,10,2012,1,Tuesday,0,1,Morning,6449,Severe
2012-10-09 08:00:00,None,278.38,5.230000000000018,0.0,0.0,90,Clouds,overcast clouds,8,9,10,2012,1,Tuesday,0,1,Morning,5765,Severe
2012-10-09 09:00:00,None,279.35,6.2000000000000455,0.0,0.0,90,Clouds,overcast clouds,9,9,10,2012,1,Tuesday,0,1,Morning,5599,Severe
2012-10-09 10:00:00,None,281.37,8.220000000000027,0.0,0.0,90,Clouds,overcast clouds,10,9,10,2012,1,Tuesday,0,0,Morning,4534,High
2012-10-09 11:00:00,None,283.11,9.960000000000036,0.0,0.0,90,Clouds,overcast clouds,11,9,10,2012,1,Tuesday,0,0,Morning,4691,High
2012-10-09 12:00:00,None,284.08,10.930000000000007,0.0,0.0,75,Clouds,broken clouds,12,9,10,2012,1,Tuesday,0,0,Afternoon,5067,Severe
2012-10-09 13:00:00,None,285.14,11.990000000000009,0.0,0.0,75,Clouds,broken clouds,13,9,10,2012,1,Tuesday,0,0,Afternoon,5030,Severe
2012-10-09 14:00:00,None,286.35,13.200000000000045,0.0,0.0,90,Clouds,overcast clouds,14,9,10,2012,1,Tuesday,0,0,Afternoon,5300,Severe
2012-10-09 15:00:00,None,287.23,14.080000000000041,0.0,0.0,100,Rain,light rain,15,9,10,2012,1,Tuesday,0,0,Afternoon,5777,Severe
2012-10-09 16:00:00,None,288.53,15.379999999999995,0.0,0.0,90,Clouds,overcast clouds,16,9,10,2012,1,Tuesday,0,1,Afternoon,6349,Severe
2012-10-09 17:00:00,None,290.37,17.220000000000027,0.0,0.0,90,Clouds,overcast clouds,17,9,10,2012,1,Tuesday,0,1,Evening,6127,Severe
2012-10-09 18:00:00,None,290.13,16.980000000000018,0.0,0.0,90,Clouds,overcast clouds,18,9,10,2012,1,Tuesday,0,1,Evening,4460,High
2012-10-09 19:00:00,None,288.86,15.710000000000036,0.0,0.0,75,Clouds,broken clouds,19,9,10,2012,1,Tuesday,0,1,Evening,3418,High
2012-10-09 20:00:00,None,287.36,14.210000000000036,0.0,0.0,90,Clouds,overcast clouds,20,9,10,2012,1,Tuesday,0,0,Evening,2775,Medium
2012-10-09 21:00:00,None,285.11,11.960000000000036,0.0,0.0,90,Clouds,overcast clouds,21,9,10,2012,1,Tuesday,0,0,Night,2306,Medium
2012-10-09 22:00:00,None,283.46,10.310000000000002,0.0,0.0,90,Clouds,overcast clouds,22,9,10,2012,1,Tuesday,0,0,Night,1846,Medium
2012-10-09 23:00:00,None,282.45,9.300000000000011,0.0,0.0,90,Clouds,overcast clouds,23,9,10,2012,1,Tuesday,0,0,Night,947,Low
2012-10-10 00:00:00,None,281.88,8.730000000000018,0.0,0.0,90,Clouds,overcast clouds,0,10,10,2012,2,Wednesday,0,0,Night,494,Low
2012-10-10 01:00:00,None,281.78,8.629999999999995,0.0,0.0,90,Clouds,overcast clouds,1,10,10,2012,2,Wednesday,0,0,Night,332,Low
2012-10-10 02:00:00,None,281.09,7.939999999999998,0.0,0.0,75,Clouds,broken clouds,2,10,10,2012,2,Wednesday,0,0,Night,261,Low
